changepoint_prior_scale,holidays_prior_scale,n_changepoints,seasonality_mode,seasonality_prior_scale,mse,rmse,mae,mape,r2
0.3,0.01,10,multiplicative,1.0,507.1372020862148,22.51970697158857,21.438431390769967,0.11420419795720749,-25.451178933767824
0.3,0.01,10,multiplicative,10.0,656.3131724941936,25.61860988606122,24.428979600051022,0.1300632722898952,-33.23187470928518
0.3,0.01,25,additive,0.01,49.56269584170951,7.040077829236656,5.991285017067017,0.032359816889695886,-1.5850829534018218
0.3,0.01,25,additive,0.1,58.75406566987956,7.665120068849513,6.480774998964312,0.03502633576845068,-2.0644849120260864
0.3,0.01,25,additive,1.0,55.45475128537208,7.446794698752751,6.320365640765057,0.03415102793544795,-1.892399813980913
0.3,0.01,25,additive,10.0,68.36375453698763,8.268237692337323,7.057276157931299,0.03812894649204193,-2.5657054864112
0.3,0.01,25,multiplicative,0.01,37.853162619532455,6.152492390855307,5.470274539775116,0.029356483675735904,-0.9743390418596174
0.3,0.01,25,multiplicative,0.1,47.41467584600735,6.8858315290172,6.1946595998327165,0.032928839597219275,-1.4730468790891948
0.3,0.01,25,multiplicative,1.0,171.6821175257427,13.10275228819284,10.868815106680788,0.057284680546695166,-7.95456770223211
0.3,0.01,25,multiplicative,10.0,171.6961363922671,13.10328723612007,10.886761372948078,0.05738496829296126,-7.955298895970925
0.3,0.01,50,additive,0.01,38.19140080732281,6.1799191586397635,5.1683457209880785,0.027891726009039934,-0.9919808137325379
0.3,0.01,50,additive,0.1,107.16652136829916,10.352126417712409,9.576833940879746,0.051329476195648996,-4.589573828859888
0.3,0.01,50,additive,1.0,97.07159184005302,9.852491656431535,9.033700242860167,0.04844293886203274,-4.0630441517291995
0.3,0.01,50,additive,10.0,106.76934927964636,10.33292549473025,9.55313207050954,0.05120174030077339,-4.56885819226049
0.3,0.01,50,multiplicative,0.01,28.720632704846714,5.359163433302507,4.5792485806267464,0.024601868846551175,-0.4980060457835911
0.3,0.01,50,multiplicative,0.1,36.48599240411728,6.040363598668319,5.093820176205342,0.02745163203782505,-0.9030304022013564
0.3,0.01,50,multiplicative,1.0,41.795365631719335,6.464933536527606,5.476773545665479,0.029567177670575553,-1.1799558194094266
0.3,0.01,50,multiplicative,10.0,45.84028131710403,6.770545127026629,5.702447512529928,0.030800817334982272,-1.3909298677063715
0.3,0.1,10,additive,0.01,69.6393107447869,8.345017120700646,7.332793321753159,0.0393557273900894,-2.632235737699768
0.3,0.1,10,additive,0.1,268.25876850145096,16.378607037884844,15.601314696383586,0.08323843376740706,-12.991796809609284
0.3,0.1,10,additive,1.0,260.9660285456146,16.154442997070948,15.382485442646558,0.0820786215716714,-12.611423276183372
0.3,0.1,10,additive,10.0,256.2570238224854,16.008029979434866,15.235915059624652,0.08130075121160771,-12.365811780873917
0.3,0.1,10,multiplicative,0.01,45.72607303777846,6.762105665972579,5.384820899421551,0.02901921327995964,-1.3849730110219651
0.3,0.1,10,multiplicative,0.1,325.5840093310574,18.04394661184347,17.073955139480127,0.09104351774054407,-15.981757310175116
0.3,0.1,10,multiplicative,1.0,480.90843971261614,21.929624705238712,20.864309348983575,0.11114905806314758,-24.083143451651114
0.3,0.1,10,multiplicative,10.0,637.5348060646941,25.249451599286154,24.066429281009285,0.12813070815561917,-32.252435755749076
0.3,0.1,25,additive,0.01,48.743617945642264,6.9816629785203945,5.941781647877856,0.032091187736943944,-1.542361622960192
0.3,0.1,25,additive,0.1,59.49705577634646,7.713433462236286,6.518920477313737,0.03523080437242047,-2.1032376680284632
0.3,0.1,25,additive,1.0,57.00843299634745,7.550392903442009,6.391596351287831,0.03454070748799636,-1.9734364896065069
0.3,0.1,25,additive,10.0,64.15197663371508,8.009492907401508,6.780440564664453,0.0366452816219574,-2.3460282659460923
0.3,0.1,25,multiplicative,0.01,38.125278901868015,6.174567102386046,5.450351550542626,0.02927952694348391,-0.9885320382425291
0.3,0.1,25,multiplicative,0.1,50.36417148133902,7.096771905686347,6.362581162598169,0.03380944941184955,-1.626886188241794
0.3,0.1,25,multiplicative,1.0,108.72250390862605,10.427008387290481,9.317783745816822,0.049319190792722054,-4.67073051076509
0.3,0.1,25,multiplicative,10.0,200.05775824386598,14.144177538615173,11.613183033725212,0.061181271747613175,-9.434579712606746
0.3,0.1,50,additive,0.01,37.35966874943448,6.112255618790373,5.1392020644377805,0.02772594241277085,-0.9485994695959763
0.3,0.1,50,additive,0.1,108.82167582282513,10.431762833904207,9.662589269518344,0.05178866232477627,-4.675903103185628
0.3,0.1,50,additive,1.0,113.66750614293275,10.661496430751772,9.904632098440546,0.05307182619514847,-4.928651125520723
0.3,0.1,50,additive,10.0,112.63780578981394,10.613095956873938,9.85659705756071,0.05281774002330398,-4.874944183540396
0.3,0.1,50,multiplicative,0.01,29.620298996767264,5.4424533986766725,4.637851282703423,0.024923887308305213,-0.5449306925465873
0.3,0.1,50,multiplicative,0.1,36.861317234116505,6.071352175102059,5.133428311643198,0.027664625724390685,-0.9226065330703903
0.3,0.1,50,multiplicative,1.0,44.345558587520166,6.6592460975338765,5.611603056939695,0.030303371904021298,-1.3129683649533725
0.3,0.1,50,multiplicative,10.0,75.2038132984396,8.672013220610287,7.793675061712771,0.04194146245222515,-2.922468148413453
0.3,1.0,10,additive,0.01,71.26462978047294,8.441838056991672,7.439577342400598,0.03992201029445109,-2.7170088611474967
0.3,1.0,10,additive,0.1,253.1484544448756,15.910639661713025,15.137254842607872,0.08077613535868793,-12.203675529585436
0.3,1.0,10,additive,1.0,255.6681555445745,15.989626497969692,15.214387640595673,0.08118462813763827,-12.335097685904419
0.3,1.0,10,additive,10.0,283.85417702417004,16.847972490011077,16.073711312455494,0.08574715089747223,-13.805219567164194
0.3,1.0,10,multiplicative,0.01,46.073163278755636,6.787721508632749,5.4152282433513586,0.02918380546011196,-1.403076486831833
0.3,1.0,10,multiplicative,0.1,322.5763271524791,17.960409993997327,16.994755924139596,0.0906242412987713,-15.824883116851876
0.3,1.0,10,multiplicative,1.0,475.8998993776784,21.81513005640073,20.76568038837226,0.11062872247049589,-23.821908827073308
0.3,1.0,10,multiplicative,10.0,583.6710126266883,24.159284191107325,23.033621707680076,0.12265577516241762,-29.443016859996302
0.3,1.0,25,additive,0.01,48.02612429340798,6.930088332294761,5.899658200142231,0.03186155196948149,-1.5049387068321316
0.3,1.0,25,additive,0.1,61.34859280797158,7.832534251950104,6.622745972124674,0.035792943394146993,-2.1998098325719893
0.3,1.0,25,additive,1.0,67.58769914888664,8.221173830353342,7.028155292848502,0.03796530766807596,-2.5252281168774147
0.3,1.0,25,additive,10.0,68.42246859388848,8.271787508990332,7.1186601624730725,0.038435567733544,-2.5687678845524196
0.3,1.0,25,multiplicative,0.01,38.951365779988045,6.24110292977035,5.510838061012235,0.029605559529499597,-1.0316189420194601
0.3,1.0,25,multiplicative,0.1,48.22135535086849,6.944159801651204,6.263692369856663,0.03332479860020029,-1.5151215362776411
0.3,1.0,25,multiplicative,1.0,104.06328609996952,10.201141411624953,9.233162021707576,0.04892072911618336,-4.427715793167582
0.3,1.0,25,multiplicative,10.0,185.2998777336959,13.61248976982888,11.332634426625717,0.05974320306137103,-8.664840603640114
0.3,1.0,50,additive,0.01,39.29726952976522,6.26875342709898,5.252201113416921,0.028346277041680253,-1.049660533016095
0.3,1.0,50,additive,0.1,103.21205384196617,10.159333336492418,9.37243379477086,0.050249668877493395,-4.383317360794613
0.3,1.0,50,additive,1.0,96.54004602174504,9.82547942961284,9.025847003279985,0.04841985744563696,-4.035319872197504
0.3,1.0,50,additive,10.0,117.35074551276414,10.832854910537856,10.086536132295418,0.05403903460418796,-5.120760919924537
0.3,1.0,50,multiplicative,0.01,29.864620031338053,5.464853157344491,4.658425052628153,0.025036775346710775,-0.5576739489595071
0.3,1.0,50,multiplicative,0.1,39.54544321072905,6.288516773510988,5.265497316869104,0.028391558525828427,-1.0626047351271244
0.3,1.0,50,multiplicative,1.0,36.198133161838726,6.016488441095746,5.181263249834772,0.027918942498057486,-0.8880162870981334
0.3,1.0,50,multiplicative,10.0,81.34489379753975,9.019140413450705,8.147326785330563,0.043836049134597696,-3.2427736169536123
0.3,10.0,10,additive,0.01,71.92049909159851,8.480595444401208,7.480930468732081,0.04014067226786565,-2.751217585008382
0.3,10.0,10,additive,0.1,277.31140318576814,16.652669551329243,15.878430883876511,0.08470991223543724,-13.463962643375508
0.3,10.0,10,additive,1.0,262.7260682827867,16.208826863249133,15.43510676602734,0.08235696322970895,-12.703223139863193
0.3,10.0,10,additive,10.0,257.9996709357374,16.062368160882674,15.289430701426443,0.08158394760969269,-12.456704482930522
0.3,10.0,10,multiplicative,0.01,46.32754186787664,6.806433858334087,5.431302981578927,0.02926955922209234,-1.4163443235239148
0.3,10.0,10,multiplicative,0.1,337.9288743847916,18.38284184735297,17.40548590220995,0.09280224565872278,-16.625638755090346
0.3,10.0,10,multiplicative,1.0,505.8782688876375,22.491737791634453,21.416939026492347,0.11408110798224062,-25.385515702665394
0.3,10.0,10,multiplicative,10.0,762.5892246291012,27.615018099380293,26.355735630687864,0.1402719979879281,-38.775003590051014
0.3,10.0,25,additive,0.01,46.9865554109731,6.854673982836317,5.838245969107178,0.03152590427821998,-1.4507170437197745
0.3,10.0,25,additive,0.1,62.1949447462937,7.8863771623156405,6.669923626663883,0.03604797577745779,-2.2439537180321882
0.3,10.0,25,additive,1.0,60.66232722376181,7.788602392198603,6.580755321135624,0.03556845169590297,-2.1640157048894904
0.3,10.0,25,additive,10.0,69.29193431354773,8.324177695937763,7.179449381025377,0.038757969271111546,-2.614117334825196
0.3,10.0,25,multiplicative,0.01,38.97419810263157,6.242931851512682,5.478668415779703,0.02945233527850784,-1.0328098265557015
0.3,10.0,25,multiplicative,0.1,46.37289154766287,6.809764426737746,6.1640881315410745,0.032849232214149544,-1.4187096646775115
0.3,10.0,25,multiplicative,1.0,146.30431423189788,12.09563203110519,10.297689500607946,0.05435289773616348,-6.630916404102075
0.3,10.0,25,multiplicative,10.0,172.47573766215226,13.1330018526669,11.042159934055308,0.05824267537938311,-7.99596121102471
0.3,10.0,50,additive,0.01,38.94167064403761,6.240326164876128,5.2256363917966455,0.028201358020956673,-1.0311132647101293
0.3,10.0,50,additive,0.1,93.42484549219121,9.665652874596274,8.858342298359807,0.04752862822826696,-3.8728377543745083
0.3,10.0,50,additive,1.0,108.72938967543648,10.427338571056206,9.655016385168896,0.05174797790232504,-4.671089657460007
0.3,10.0,50,additive,10.0,108.99286094586233,10.439964604626892,9.662976418224709,0.051787051242853786,-4.684831748730915
0.3,10.0,50,multiplicative,0.01,28.172511393835574,5.307778385900788,4.576488756079693,0.024566317094153974,-0.4694172244245496
0.3,10.0,50,multiplicative,0.1,43.99491683082468,6.632866411350728,5.451134972672127,0.029410054614874552,-1.2946796497696926
0.3,10.0,50,multiplicative,1.0,43.665706544179415,6.60800321914112,5.597367845414771,0.030222130878482415,-1.2775087536826604
0.3,10.0,50,multiplicative,10.0,39.11019712544961,6.253814605938492,5.3556620707694815,0.02888644176792682,-1.0399032412619769
0.15,0.01,10,additive,0.01,63.78553938245928,7.986584963703778,6.924508335504222,0.03719526459972389,-2.326915691950155
0.15,0.01,10,additive,0.1,200.51324683249095,14.160270012697179,13.365849332140003,0.07137391340364282,-9.45833701163834
0.15,0.01,10,additive,1.0,203.55178507333062,14.267157568111829,13.472340153134631,0.07193874224817576,-9.616820590391615
0.15,0.01,10,additive,10.0,210.9958772989172,14.525697136417143,13.727456471082863,0.07329177481618351,-10.005088330656875
0.15,0.01,10,multiplicative,0.01,51.65894583406213,7.187415796658917,5.822510279116477,0.03136389283335497,-1.69441881637841
0.15,0.01,10,multiplicative,0.1,268.6065140227801,16.38921944519568,15.424908096136386,0.08229941055303916,-13.00993446342418
0.15,0.01,10,multiplicative,1.0,377.13443069319845,19.419949296875068,18.416618681858875,0.09817579753784449,-18.670515724962655
0.15,0.01,10,multiplicative,10.0,430.86943741008645,20.757394764519137,19.719903530702183,0.1050885560963356,-21.473217384057243
0.15,0.01,25,additive,0.01,52.059361691437076,7.215217369659564,6.093858253077672,0.03292380869653849,-1.715303640934314
0.15,0.01,25,additive,0.1,59.80059634204214,7.733084529606678,6.539776953915921,0.03533600471932049,-2.1190696870242
0.15,0.01,25,additive,1.0,60.86712008397084,7.801738273229296,6.601650625366785,0.03567040385904243,-2.1746972572730723
0.15,0.01,25,additive,10.0,57.833948083199935,7.6048634493460785,6.4264879205313905,0.034726191696392586,-2.0164935699883713
0.15,0.01,25,multiplicative,0.01,39.2182796129811,6.262449968900438,5.437212799950035,0.029277724691566056,-1.0455405899036099
0.15,0.01,25,multiplicative,0.1,33.110599138300636,5.754181013689145,5.19873372196441,0.02774780131067173,-0.7269771943541186
0.15,0.01,25,multiplicative,1.0,115.94320122908114,10.767692474670751,9.167933538750939,0.04838019493821842,-5.04734645624145
0.15,0.01,25,multiplicative,10.0,156.2595397868466,12.50038158564956,10.397735114863641,0.05480550441900163,-7.150159424327597
0.15,0.01,50,additive,0.01,42.590184654918566,6.5261155870026215,5.452607831959413,0.029439029765734252,-1.2214118595423908
0.15,0.01,50,additive,0.1,79.66505464859463,8.925528255996651,8.026168212691967,0.0431470151708304,-3.1551568423886467
0.15,0.01,50,additive,1.0,67.50304492383755,8.21602366865125,7.213929697498541,0.03883228768424903,-2.5208127357043093
0.15,0.01,50,additive,10.0,74.11326197810418,8.608905968710785,7.668603221084745,0.04124850079649561,-2.865587351674457
0.15,0.01,50,multiplicative,0.01,28.76797399942852,5.363578469588053,4.685305718731192,0.025140429488708732,-0.5004752652547486
0.15,0.01,50,multiplicative,0.1,38.450422289024345,6.200840450215144,5.122264526388689,0.027605084049063863,-1.0054908136536485
0.15,0.01,50,multiplicative,1.0,31.97112129534754,5.654301132354691,4.929763295713113,0.02653540536105385,-0.667544496080305
0.15,0.01,50,multiplicative,10.0,40.81113884316309,6.388359636335692,5.442485274316712,0.029383529791149332,-1.128620680144524
0.15,0.1,10,additive,0.01,60.43602282563891,7.774060896702502,6.70404077859364,0.036019706868328484,-2.152212157242773
0.15,0.1,10,additive,0.1,191.5401293344606,13.839802358937812,13.0509106689854,0.06969656853406356,-8.990318622220768
0.15,0.1,10,additive,1.0,191.373216669823,13.83377087672855,13.039870355214319,0.06963636584810311,-8.981612818859313
0.15,0.1,10,additive,10.0,196.71199081590254,14.025405192574743,13.231239371789977,0.07065203714474187,-9.260071724346819
0.15,0.1,10,multiplicative,0.01,46.839230239389224,6.843919216310872,5.47698048785738,0.029514411791545007,-1.4430328816054945
0.15,0.1,10,multiplicative,0.1,275.583685386368,16.600713399922547,15.635404017220615,0.0834069820185845,-13.373848622019963
0.15,0.1,10,multiplicative,1.0,372.20594516564967,19.29263966298157,18.289307385564317,0.09749064676542381,-18.41345658588669
0.15,0.1,10,multiplicative,10.0,406.8855591271921,20.17140449069405,19.14681987506088,0.1020401379265157,-20.22227019781888
0.15,0.1,25,additive,0.01,49.47836020874733,7.03408559862242,5.952632422228523,0.03215528937933926,-1.580684189302485
