ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-02-12,129.24050983817202,130.7059308688775,139.71261143280898,129.24050983817202,129.24050983817202,6.005012554340049,6.005012554340049,6.005012554340049,0.011747368328191779,0.011747368328191779,0.011747368328191779,0.0,0.0,0.0,0.0024550326329957324,0.0024550326329957324,0.0024550326329957324,5.990810153378862,5.990810153378862,5.990810153378862,0.0,0.0,0.0,135.24552239251207
2021-02-16,129.00887879432565,128.10139190766694,137.14614119867466,129.00887879432565,129.00887879432565,3.577025548596198,3.577025548596198,3.577025548596198,0.011747368328191612,0.011747368328191612,0.011747368328191612,0.0,0.0,0.0,0.07052787227369964,0.07052787227369964,0.07052787227369964,3.4947503079943063,3.4947503079943063,3.4947503079943063,0.0,0.0,0.0,132.58590434292185
2021-02-17,128.95097103336406,126.92159096070469,136.18471113466433,128.95097103336406,128.95097103336406,2.7991936213095414,2.7991936213095414,2.7991936213095414,0.011747368328190896,0.011747368328190896,0.011747368328190896,0.0,0.0,0.0,0.054011703400732254,0.054011703400732254,0.054011703400732254,2.7334345495806183,2.7334345495806183,2.7334345495806183,0.0,0.0,0.0,131.7501646546736
2021-02-18,128.89306327240246,126.47714751146522,135.41306279272882,128.89306327240246,128.89306327240246,1.8492830938162428,1.8492830938162428,1.8492830938162428,0.011747368328191548,0.011747368328191548,0.011747368328191548,0.0,0.0,0.0,-0.09775296194810264,-0.09775296194810264,-0.09775296194810264,1.9352886874361535,1.9352886874361535,1.9352886874361535,0.0,0.0,0.0,130.7423463662187
2021-02-19,128.83515551144086,125.7252482739622,134.2876283575872,128.83515551144086,128.83515551144086,1.124774730050867,1.124774730050867,1.124774730050867,0.0117473683281922,0.0117473683281922,0.0117473683281922,0.0,0.0,0.0,0.002455032633069277,0.002455032633069277,0.002455032633069277,1.1105723290896055,1.1105723290896055,1.1105723290896055,0.0,0.0,0.0,129.95993024149172
2021-02-22,128.66143222855607,122.89318653823449,132.18475732234333,128.66143222855607,128.66143222855607,-1.4301007686658607,-1.4301007686658607,-1.4301007686658607,0.01174736832819279,0.01174736832819279,0.01174736832819279,0.0,0.0,0.0,-0.026307164851396166,-0.026307164851396166,-0.026307164851396166,-1.4155409721426573,-1.4155409721426573,-1.4155409721426573,0.0,0.0,0.0,127.2313314598902
2021-02-23,128.6035244675945,121.46462264553786,130.67802053251785,128.6035244675945,128.6035244675945,-2.1565579371476065,-2.1565579371476065,-2.1565579371476065,0.011747368328192072,0.011747368328192072,0.011747368328192072,0.0,0.0,0.0,0.07052787227370848,0.07052787227370848,0.07052787227370848,-2.238833177749507,-2.238833177749507,-2.238833177749507,0.0,0.0,0.0,126.44696653044689
2021-02-24,128.5456167066329,121.34931356783413,130.55914233363362,128.5456167066329,128.5456167066329,-2.969517821145317,-2.969517821145317,-2.969517821145317,0.011747368328191317,0.011747368328191317,0.011747368328191317,0.0,0.0,0.0,0.05401170340049277,0.05401170340049277,0.05401170340049277,-3.035276892874001,-3.035276892874001,-3.035276892874001,0.0,0.0,0.0,125.57609888548758
2021-02-25,128.4877089456713,120.11143834986758,129.1644678949498,128.4877089456713,128.4877089456713,-3.881117482925273,-3.881117482925273,-3.881117482925273,0.01174736832819197,0.01174736832819197,0.01174736832819197,0.0,0.0,0.0,-0.09775296194816348,-0.09775296194816348,-0.09775296194816348,-3.7951118893053013,-3.7951118893053013,-3.7951118893053013,0.0,0.0,0.0,124.60659146274602
2021-02-26,128.42980116711556,119.19085947125066,128.2957586705162,128.42980116711556,128.42980116711556,-4.495097559850152,-4.495097559850152,-4.495097559850152,0.011747368328192622,0.011747368328192622,0.011747368328192622,0.0,0.0,0.0,0.0024550326331236084,0.0024550326331236084,0.0024550326331236084,-4.509299960811468,-4.509299960811468,-4.509299960811468,0.0,0.0,0.0,123.9347036072654
